0.021814551	-0.042348098	-0.03136108	-0.03483374	0.0151463635	0.042646836	0.03585187	0.029597927	0.03760833	0.047916923	-0.03169463	-0.012005903	-0.03790585	-0.025423551	0.026578728	0.038331103	-0.041724943	-0.043379534	-0.029670013	0.019217554
-0.078100644	-0.75535184	0.14716229	-1.2680029	0.5357627	-0.5184593	0.6425224	0.4042376	-1.2058324	-0.8556411	0.36066854	-0.7703721	0.6207502	-0.88070124	0.3666946	1.327217	-0.12299108	0.52923644	-0.24104613	0.3911661
0.08805611	-0.83480096	0.64690197	-0.12456491	1.0616688	-0.7714915	-0.33843896	-0.86490285	-1.3368322	-0.00856536	0.087175	0.18224959	-0.9236484	-0.9532236	0.6024809	0.22371477	0.57480913	0.6006961	0.72017	0.3897846
1.7469592	-0.7071565	0.52027017	0.0549107	0.13163961	-0.72129315	-1.1104409	-0.49886188	0.17330478	-0.5743289	0.4920391	0.6622877	0.3850559	-0.68253237	0.81428736	0.6515753	1.1248958	1.1221243	0.2932705	0.35490903
0.39168057	-1.2440462	0.83934444	-1.2776811	0.48009866	-0.8955201	-0.56743056	0.12640558	-1.1207101	0.3040894	0.8185735	-0.8184041	-1.1627158	-0.16492318	0.032180607	0.04167183	-0.2276526	-0.5968183	1.2787163	1.2533053
-0.60450166	0.8624888	-0.7086338	0.6402427	1.0430243	0.9231315	-1.0645654	-0.80318016	-0.9220452	-0.28133377	0.03760995	0.8916673	-0.61640924	0.26311806	0.9159513	-0.8108084	0.779559	-0.528868	-0.7181103	0.2962185
-0.9845158	0.42355284	0.608696	1.0437616	1.0934963	1.2971554	1.2135401	-0.44554296	-1.9622703	-0.8334361	-1.3965594	0.49063623	-1.5627655	-0.6984996	-0.6845226	-0.4049243	-1.3063071	0.7996034	0.47687083	-1.1448007
0.6046328	-0.7200096	-0.49040747	0.53232116	0.9012721	0.9150845	-0.68685645	1.4193363	0.8121266	-1.1522124	-0.7991067	-0.37949923	0.63076484	0.11001624	-0.52930564	-0.4455606	0.4366889	1.0044978	1.2524824	1.1461306
-0.74388164	-1.2181939	1.0488062	-1.4418951	-2.0146294	1.0071084	1.2117941	-1.5492796	-0.75036144	-1.9556693	1.2618624	-0.65941936	-0.5833043	-1.0181881	1.306429	-0.3333238	0.13850695	1.9505724	0.8853294	0.93428785
0.25166705	-1.1105572	1.3702682	-0.83614033	-0.28336188	0.40338942	-0.8606533	0.110324554	-0.78376466	0.7457392	0.21328282	-1.4844962	1.0762292	-0.36144516	0.43324402	0.93088824	-0.21217142	0.8017623	-0.41539702	0.8932039
